序号,核心词汇,简要解释
533,clam,捞蛤；保持沉默，闭嘴不言；蛤；沉默寡言的人；钳子
534,clamour,吵闹；大声地要求；喧闹
535,clamp,夹紧，固定住；夹钳，螺丝钳
536,clan,宗族；部落；集团
537,clang,叮当声；铿锵声；发铿锵声
538,clarity,清楚，明晰；透明
539,clash,冲突，不协调；碰撞声，铿锵声；冲突，抵触；砰地相碰撞，发出铿锵声
540,clasp,扣子，钩子；握手；紧抱；扣紧；紧紧缠绕
541,classify,分类；分等
542,clause,条款；[计] 子句
543,claw,爪；螯，钳；爪形器具；用爪抓（或挖）
544,clay,[土壤] 粘土；泥土；肉体；似黏土的东西；用黏土处理
545,clearance,清除；空隙
546,clench,紧握；确定；把…敲弯；紧抓；敲环脚
547,clergy,神职人员；牧师；僧侣
548,client,[经] 客户；顾客；委托人
549,cliff,悬崖；绝壁
550,climate,气候；风气；思潮；风土
551,climax,高潮；顶点；层进法；极点
552,cling,坚持，墨守；紧贴；附着
553,clinical,临床的；诊所的
554,clip,（塑料或金属的）夹子；回纹针；修剪；剪报；剪；剪掉；缩短；给…剪毛（或发）用别针别在某物上，用夹子夹在某物上
555,cloak,斗蓬；宽大外衣；托词；遮掩；隐匿
556,clockwise,顺时针方向地；顺时针方向的
557,closely,紧密地；接近地；严密地；亲近地
558,clout,破布；敲打；影响力；势力；给…打补钉；猛击
559,clown,小丑；乡下人；粗鲁笨拙的人；扮小丑；装傻
560,clue,线索；（故事等的）情节；为…提供线索；为…提供情况
561,clumsy,笨拙的
562,cluster,群；簇；丛；串；群聚；丛生
563,clutch,离合器；控制；手；紧急关头；攫；企图抓住；没有手提带或背带的；紧要关头的
564,coalition,联合；结合，合并
565,coarse,粗糙的；粗俗的；下等的
566,coastal,沿海的；海岸的
567,cobbler,补鞋匠；工匠；冷饮料；脆皮水果馅饼
568,cobweb,蜘蛛网；蛛丝；圈套；使布满蛛网；使混乱
569,cockroach,[昆] 蟑螂
570,cocktail,鸡尾酒；开胃食品；鸡尾酒的
571,cocoa,可可粉；可可豆；可可饮料；深褐色
572,coconut,椰子；椰子肉
573,cod,[鱼] 鳕鱼；愚弄；哄骗；欺骗；愚弄
574,code,代码，密码；编码；法典；编码；制成法典
575,coffin,棺材
576,coil,盘绕，把…卷成圈；线圈；卷
577,coinage,造币；[金融] 货币制度；新造的字及其语等
578,coincide,一致，符合；同时发生
579,cola,可乐；可乐树（其子含咖啡碱）
580,collaborate,合作；勾结，通敌
581,collapse,倒塌；瓦解；暴跌；倒塌；失败；衰竭
582,collector,收藏家；[电子] 集电极；收税员；征收者
583,collegiate,大学的；学院的；大学生的
584,collide,碰撞；抵触，冲突
585,colloquial,白话的；通俗的；口语体的
586,colon,[解剖] 结肠；冒号（用于引语、说明、例证等之前）；科郎（哥斯达黎加货币单位）
587,colonel,陆军上校
588,colony,殖民地；移民队；种群；动物栖息地
589,column,纵队，列；专栏；圆柱，柱形物
590,coma,[医] 昏迷；[天] 彗形像差
591,combat,反对；与…战斗；战斗；争论；战斗的；为…斗争的
592,combination,结合；组合；联合；[化学] 化合
593,combine,使化合；使联合，使结合；联合收割机；联合企业
594,combustion,燃烧，氧化；骚动
595,comedian,喜剧演员；滑稽人物
596,comet,[天] 彗星
597,comic,喜剧的；滑稽的；有趣的；连环漫画；喜剧演员；滑稽人物
598,commander,指挥官；司令官
599,commemorate,庆祝，纪念；成为…的纪念
600,commence,开始；着手；<英>获得学位
601,commend,推荐；称赞；把…委托
602,comment,评论；意见；批评；发表评论；发表意见
603,commentator,评论员，解说员；实况播音员；时事评论者
604,commercial,商业的；营利的；靠广告收入的；商业广告
605,commit,犯罪，做错事；把交托给；指派…作战；使…承担义务
606,committee,委员会
607,commodity,商品，货物；日用品
608,common,共同的；普通的；一般的；通常的；普通；平民；公有地
609,commonplace,老生常谈；司空见惯的事；普通的东西；平凡的；陈腐的
610,commonwealth,联邦；共和国；国民整体
611,communicative,交际的；爱说话的，健谈的；无隐讳交谈的
612,community,社区；[生态] 群落；共同体；团体
613,commute,（搭乘车、船等）通勤；代偿；通勤（口语）
614,compact,合同，契约；小粉盒；紧凑的，紧密的；简洁的；使简洁；使紧密结合
615,companionship,友谊；陪伴；交谊
616,comparable,可比较的；比得上的
617,comparison,比较；对照；比喻；比较关系
618,compartment,[建] 隔间；区划；卧车上的小客房；分隔；划分
619,compass,指南针，罗盘；圆规；包围
620,compassion,同情；怜悯
621,compel,强迫，迫使；强使发生；(Compel)人名；(法)孔佩尔
622,compensate,补偿，赔偿；抵消
623,compensation,补偿；报酬；赔偿金
624,compete,竞争；比赛；对抗
625,compile,编译；编制；编辑；[图情] 汇编
626,complacency,自满；满足；自鸣得意
627,complain,投诉；发牢骚；诉说
628,complement,补语；余角；补足物；补足，补助
629,complete,完整的；完全的；彻底的；完成
630,complex,复杂的；合成的；复合体；综合设施
631,compliance,顺从，服从；承诺
632,complicity,共谋；串通；共犯关系
633,compliment,恭维；称赞；问候；致意；道贺；恭维；称赞
634,comply,遵守；顺从，遵从；答应
635,component,组成的，构成的；成分；组件；[电子] 元件
636,compose,构成；写作；使平静；排…的版
637,compound,[化学] 化合物；混合物；复合词；复合的；混合的；合成；混合；恶化，加重；和解，妥协
638,comprehend,理解；包含；由…组成
639,comprehension,理解；包含
640,compress,受压缩小
641,comprise,包含；由…组成
642,compromise,妥协；危害；妥协，和解；折衷
643,compulsory,义务的；必修的；被强制的；（花样滑冰、竞技体操等的）规定动作
644,compute,计算；估算；用计算机计算；计算；估计；推断
645,conceal,隐藏；隐瞒
646,conceit,自负；狂妄；幻想；幻想
647,conceive,怀孕；构思；以为；持有
648,concentrate,集中；浓缩；全神贯注；聚集；浓缩，精选；浓缩液
649,concept,观念，概念
650,concern,涉及，关系到；使担心；关系；关心；关心的事；忧虑
651,concerned,有关的；关心的；关心（concern的过去时和过去分词）；与…有关
652,concerning,关于；就…而言；涉及；使关心（concern的ing形式）；忧虑
653,concession,让步；特许（权）；承认；退位
654,concise,简明的，简洁的
655,conclusive,决定性的；最后的；确实的；确定性的
656,concrete,混凝土的；实在的，具体的；有形的；凝结；具体物；凝结物
657,concubine,妾；情妇；姘妇
658,condemn,谴责；判刑，定罪；声讨
659,condense,浓缩；凝结
660,conditional,有条件的；假定的；条件句；条件语
661,condolence,哀悼；慰问
662,conducive,有益的；有助于…的
663,cone,圆锥体，圆锥形；[植] 球果；使成锥形
664,confess,承认；坦白；忏悔；供认
665,confident,自信的；确信的
666,confidentially,秘密地；作为心腹话地
667,confidently,自信地；安心地
668,confine,界限，边界;约束；限制；限制；禁闭
669,confirm,确认；确定；证实；批准；使巩固
670,confiscate,没收；充公；查抄；被没收的
671,conflict,冲突，矛盾；斗争；争执；冲突，抵触；争执；战斗
672,conform,符合；遵照；适应环境；一致的；顺从的
673,confront,面对；遭遇；比较
674,confuse,使混乱；使困惑
675,congregate,聚集；集合在一起的
676,congress,国会；代表大会；会议；社交
677,congruent,适合的，一致的；全等的；和谐的
678,conical,圆锥的；圆锥形的
679,conifer,针叶树；[植] 松柏科植物
680,conjunction,结合；[语] 连接词；同时发生
681,connecting,连接；管接头，套管；[计] 连接的；连接（connect的ing形式）
682,conquest,征服，战胜；战利品
683,conscience,道德心，良心
684,conscious,意识到的；故意的；神志清醒的
685,consecutive,连贯的；连续不断的
686,consent,同意；赞成；答应；同意；（意见等的）一致；赞成
687,consequence,结果；重要性；推论
688,consequently,因此；结果；所以
689,conserve,保存；将…做成蜜饯；使守恒；果酱；蜜饯
690,considerable,相当大的；重要的，值得考虑的
691,considerate,体贴的；体谅的；考虑周到的
692,considered,经过深思熟虑的；被尊重的
693,considering,考虑到；就而论；考虑到；考虑到（consider的ing形式）
694,consistent,始终如一的，一致的；坚持的
695,consistently,一贯地；一致地；坚实地
696,consolidate,巩固，使固定；联合
697,consonant,辅音的；一致的；和谐的；辅音；辅音字母
698,constable,治安官，巡警；警察
699,constellation,[天] 星座；星群；荟萃；兴奋丛
700,constitute,组成，构成；建立；任命
701,construction,建设；建筑物；解释；造句
702,consul,领事；（古罗马的）两执政官之一
703,consult,查阅；商量；向…请教
704,consume,消耗，消费；使…著迷；挥霍
705,consumed,充满的；对…着迷的；消耗（consume的过去式和过去分词）
706,contain,包含；控制；容纳；牵制（敌军）
707,contaminate,污染，弄脏
708,contemporary,同时代的人；同时期的东西；当代的；同时代的；属于同一时期的
709,contempt,轻视，蔑视；耻辱
710,contemptuous,轻蔑的；侮辱的
711,contented,满足的；心安的；使…满足；使…安心（content的过去式和过去分词）
712,contention,争论，争辩；争夺；论点
713,contest,争辩；质疑；竞赛；争夺；争论
714,context,环境；上下文；来龙去脉
715,continental,大陆的；大陆性的；欧洲人
716,continual,持续不断的；频繁的
717,continue,继续，延续；仍旧，连续
718,contract,收缩；感染；订约；合同；婚约
719,contraction,收缩，紧缩；缩写式；害病
720,contradict,反驳；否定；与…矛盾；与…抵触
721,contrast,对比；形成对照；对比；差别；对照物
722,contribute,贡献，出力；投稿；捐献
723,controversial,有争议的；有争论的
724,controversy,争论；论战；辩论
725,convenience,便利；厕所；便利的事物
726,convention,大会；[法] 惯例；[计] 约定；[法] 协定；习俗
727,converse,相反的，逆向的；颠倒的；交谈，谈话；认识；逆行，逆向；倒；相反的事物
728,convert,使转变；转换…；使…改变信仰；皈依者；改变宗教信仰者
729,convex,凸面的；凸圆的；凸面体；凸状
730,convey,传达；运输；让与
731,convict,证明…有罪；宣告…有罪；罪犯
732,convince,说服；使确信，使信服
733,cookery,烹调术；烹调业
734,cooler,冷却器；清凉剂；更冷的（cool的比较级）
735,cooperate,合作，配合；协力
736,coordinate,坐标；同等的人或物；并列的；同等的；调整；整合
737,cope,处理；对付；竞争；长袍
738,copper,铜；铜币；警察；铜制的；镀铜
739,copyright,版权，著作权；版权的；受版权保护的；保护版权；为…取得版权
740,cord,绳索；束缚；用绳子捆绑
741,cordial,热忱的，诚恳的；兴奋的；补品；兴奋剂；甜香酒，甘露酒
742,corduroy,[纺] 灯芯绒，楞条花布；灯芯绒裤子；用灯芯绒布制的衣服；灯芯绒做的；泥地上用木头铺排成的
743,core,核心；要点；果心；[计] 磁心；挖的核
744,cornea,[解剖] 角膜
745,cornerstone,基础；柱石；地基
746,corporal,肉体的，身体的；下士
747,corporate,法人的；共同的，全体的；社团的；公司的；企业的
748,corpse,尸体
749,correspondence,通信；一致；相当
750,corrupt,腐败的，贪污的；堕落的；使腐烂；使堕落，使恶化
751,cosmetic,美容的；化妆用的；化妆品；装饰品
752,cosmic,宇宙的（等于cosmical）
753,cosmopolitan,世界性的；世界主义的，四海一家的；四海为家者；世界主义者；世界各地都有的东西
754,cosmos,宇宙；和谐；秩序；大波斯菊
755,costly,昂贵的；代价高的；(Costly)人名；(英)科斯特利
756,costume,服装，装束；戏装，剧装；给…穿上服装
757,cosy,舒适的；惬意的；保温罩
758,cot,简易床；小屋；轻便小床
759,couch,睡椅，长沙发；床；卧榻；蹲伏，埋伏；躺着
760,council,委员会；会议；理事会；地方议会；顾问班子
761,counsel,法律顾问；忠告；商议；讨论；决策；建议；劝告
762,countable,可计算的；能算的
763,counter,柜台；对立面；计数器；（某些棋盘游戏的）筹码；反击，还击；反向移动，对着干；反驳，回答；相反的；反方向地；背道而驰地
